Timestamp,Machine,Percent Idle
03/09/2016 17:00,RL1,0.024880952
03/09/2016 18:00,RL1,0.02422619
03/09/2016 19:00,RL1,0.031011905
03/09/2016 20:00,RL1,0.026934524
03/09/2016 21:00,RL1,0.032083333
03/09/2016 22:00,RL1,0.032083333
03/09/2016 23:00,RL1,0.032380952
04/09/2016 00:00,RL1,0.02547619
04/09/2016 01:00,RL1,0.012767857
04/09/2016 02:00,RL1,0.013541667
04/09/2016 03:00,RL1,0.015535714
04/09/2016 04:00,RL1,0.015684524
04/09/2016 05:00,RL1,0.026964286
04/09/2016 06:00,RL1,0.028125
04/09/2016 07:00,RL1,0.028630952
04/09/2016 08:00,RL1,0.028720238
04/09/2016 09:00,RL1,0.028690476
04/09/2016 10:00,RL1,0.027916667
04/09/2016 11:00,RL1,0.019196429
04/09/2016 12:00,RL1,0.022470238
04/09/2016 13:00,RL1,0.006845238
04/09/2016 14:00,RL1,0.006309524
04/09/2016 15:00,RL1,0.007113095
04/09/2016 16:00,RL1,0.00702381
04/09/2016 17:00,RL1,0.015952381
04/09/2016 18:00,RL1,0.015952381
04/09/2016 19:00,RL1,0.018363095
04/09/2016 20:00,RL1,0.025357143
04/09/2016 21:00,RL1,0.026755952
04/09/2016 22:00,RL1,0.0325
04/09/2016 23:00,RL1,0.030892857
05/09/2016 00:00,RL1,0.042321429
05/09/2016 01:00,RL1,0.046011905
05/09/2016 02:00,RL1,0.046755952
05/09/2016 03:00,RL1,0.074136905
05/09/2016 04:00,RL1,0.063720238
05/09/2016 05:00,RL1,0.07577381
05/09/2016 06:00,RL1,0.069404762
05/09/2016 07:00,RL1,0.069404762
05/09/2016 08:00,RL1,0.05827381
05/09/2016 09:00,RL1,0.045327381
05/09/2016 10:00,RL1,0.067261905
05/09/2016 11:00,RL1,0.044970238
05/09/2016 12:00,RL1,0.069642857
05/09/2016 13:00,RL1,0.06235119
05/09/2016 14:00,RL1,0.062767857
05/09/2016 15:00,RL1,0.075059524
05/09/2016 16:00,RL1,0.074761905
05/09/2016 17:00,RL1,0.095744048
05/09/2016 18:00,RL1,0.074821429
05/09/2016 19:00,RL1,0.067261905
05/09/2016 20:00,RL1,0.042589286
05/09/2016 21:00,RL1,0.036845238
05/09/2016 22:00,RL1,0.046011905
05/09/2016 23:00,RL1,0.049821429
06/09/2016 00:00,RL1,0.050595238
06/09/2016 01:00,RL1,0.041934524
06/09/2016 02:00,RL1,0.043958333
06/09/2016 03:00,RL1,0.045059524
06/09/2016 04:00,RL1,0.064434524
06/09/2016 05:00,RL1,0.081875
06/09/2016 06:00,RL1,0.073363095
06/09/2016 07:00,RL1,0.058779762
06/09/2016 08:00,RL1,0.078333333
06/09/2016 09:00,RL1,0.081577381
06/09/2016 10:00,RL1,0.078035714
06/09/2016 11:00,RL1,0.076934524
06/09/2016 12:00,RL1,0.057559524
06/09/2016 13:00,RL1,0.038720238
06/09/2016 14:00,RL1,0.040089286
06/09/2016 15:00,RL1,0.05014881
06/09/2016 16:00,RL1,0.029821429
06/09/2016 17:00,RL1,0.014345238
06/09/2016 18:00,RL1,0.01547619
06/09/2016 19:00,RL1,0.01547619
06/09/2016 20:00,RL1,0.01547619
06/09/2016 21:00,RL1,0.040267857
06/09/2016 22:00,RL1,0.042916667
06/09/2016 23:00,RL1,0.045327381
07/09/2016 00:00,RL1,0.045327381
07/09/2016 01:00,RL1,0.046636905
07/09/2016 02:00,RL1,0.055565476
07/09/2016 03:00,RL1,0.055565476
07/09/2016 04:00,RL1,0.055565476
07/09/2016 05:00,RL1,0.041577381
07/09/2016 06:00,RL1,0.036488095
07/09/2016 07:00,RL1,0.027916667
07/09/2016 08:00,RL1,0.03125
07/09/2016 09:00,RL1,0.030922619
07/09/2016 10:00,RL1,0.020625
07/09/2016 11:00,RL1,0.035178571
07/09/2016 12:00,RL1,0.051339286
07/09/2016 13:00,RL1,0.041904762
07/09/2016 14:00,RL1,0.041904762
07/09/2016 15:00,RL1,0.056517857
07/09/2016 16:00,RL1,0.067916667
07/09/2016 17:00,RL1,0.066845238
07/09/2016 18:00,RL1,0.066845238
07/09/2016 19:00,RL1,0.053154762
07/09/2016 20:00,RL1,0.036994048
07/09/2016 21:00,RL1,0.046517857
07/09/2016 22:00,RL1,0.047083333
07/09/2016 23:00,RL1,0.027053571
08/09/2016 00:00,RL1,0.014821429
08/09/2016 01:00,RL1,0.015386905
08/09/2016 02:00,RL1,0.015833333
08/09/2016 03:00,RL1,0.023571429
08/09/2016 04:00,RL1,0.024196429
08/09/2016 05:00,RL1,0.014583333
08/09/2016 06:00,RL1,0.014017857
08/09/2016 07:00,RL1,0.015595238
08/09/2016 08:00,RL1,0.013660714
08/09/2016 09:00,RL1,0.014047619
08/09/2016 10:00,RL1,0.01360119
08/09/2016 11:00,RL1,0.006369048
08/09/2016 12:00,RL1,0.006041667
08/09/2016 13:00,RL1,0.005
08/09/2016 14:00,RL1,0.005
08/09/2016 15:00,RL1,0.0175
08/09/2016 16:00,RL1,0.016934524
08/09/2016 17:00,RL1,0.024017857
08/09/2016 18:00,RL1,0.032886905
08/09/2016 19:00,RL1,0.051339286
08/09/2016 20:00,RL1,0.053005952
08/09/2016 21:00,RL1,0.056696429
08/09/2016 22:00,RL1,0.056696429
08/09/2016 23:00,RL1,0.043392857
09/09/2016 00:00,RL1,0.043392857
09/09/2016 01:00,RL1,0.039017857
09/09/2016 02:00,RL1,0.037440476
09/09/2016 03:00,RL1,0.037857143
09/09/2016 04:00,RL1,0.035892857
09/09/2016 05:00,RL1,0.031964286
09/09/2016 06:00,RL1,0.033422619
09/09/2016 07:00,RL1,0.03264881
09/09/2016 08:00,RL1,0.048958333
09/09/2016 09:00,RL1,0.045297619
09/09/2016 10:00,RL1,0.039345238
09/09/2016 11:00,RL1,0.024017857
09/09/2016 12:00,RL1,0.026160714
09/09/2016 13:00,RL1,0.028333333
09/09/2016 14:00,RL1,0.032172619
09/09/2016 15:00,RL1,0.035565476
09/09/2016 16:00,RL1,0.032529762
09/09/2016 17:00,RL1,0.032529762
09/09/2016 18:00,RL1,0.034613095
09/09/2016 19:00,RL1,0.042470238
09/09/2016 20:00,RL1,0.040327381
09/09/2016 21:00,RL1,0.04764881
09/09/2016 22:00,RL1,0.04235119
09/09/2016 23:00,RL1,0.039494048
10/09/2016 00:00,RL1,0.035952381
10/09/2016 01:00,RL1,0.035952381
10/09/2016 02:00,RL1,0.068541667
10/09/2016 03:00,RL1,0.05922619
10/09/2016 04:00,RL1,0.062113095
10/09/2016 05:00,RL1,0.052619048
10/09/2016 06:00,RL1,0.055059524
10/09/2016 07:00,RL1,0.086934524
10/09/2016 08:00,RL1,0.078779762
10/09/2016 09:00,RL1,0.079345238
10/09/2016 10:00,RL1,0.04922619
10/09/2016 11:00,RL1,0.046994048
10/09/2016 12:00,RL1,0.048244048
10/09/2016 13:00,RL1,0.050238095
10/09/2016 14:00,RL1,0.055863095
10/09/2016 15:00,RL1,0.025654762
10/09/2016 16:00,RL1,0.027142857
10/09/2016 17:00,RL1,0.03375
10/09/2016 18:00,RL1,0.030416667
10/09/2016 19:00,RL1,0.04172619
10/09/2016 20:00,RL1,0.040446429
10/09/2016 21:00,RL1,0.038452381
10/09/2016 22:00,RL1,0.033214286
10/09/2016 23:00,RL1,0.031011905
11/09/2016 00:00,RL1,0.027946429
11/09/2016 01:00,RL1,0.021547619
11/09/2016 02:00,RL1,0.022529762
11/09/2016 03:00,RL1,0.011934524
11/09/2016 04:00,RL1,0.014821429
11/09/2016 05:00,RL1,0.021488095
11/09/2016 06:00,RL1,0.022946429
11/09/2016 07:00,RL1,0.028958333
11/09/2016 08:00,RL1,0.042113095
11/09/2016 09:00,RL1,0.041339286
11/09/2016 10:00,RL1,0.037797619
11/09/2016 11:00,RL1,0.035863095
11/09/2016 12:00,RL1,0.030535714
11/09/2016 13:00,RL1,0.040863095
11/09/2016 14:00,RL1,0.047470238
11/09/2016 15:00,RL1,0.042202381
11/09/2016 16:00,RL1,0.046369048
11/09/2016 17:00,RL1,0.046369048
11/09/2016 18:00,RL1,0.051220238
11/09/2016 19:00,RL1,0.064821429
11/09/2016 20:00,RL1,0.067083333
11/09/2016 21:00,RL1,0.050089286
11/09/2016 22:00,RL1,0.040327381
11/09/2016 23:00,RL1,0.05735119
12/09/2016 00:00,RL1,0.042946429
12/09/2016 01:00,RL1,0.055803571
12/09/2016 02:00,RL1,0.050952381
12/09/2016 03:00,RL1,0.040446429
12/09/2016 04:00,RL1,0.037767857
12/09/2016 05:00,RL1,0.041071429
12/09/2016 06:00,RL1,0.056071429
12/09/2016 07:00,RL1,0.039494048
12/09/2016 08:00,RL1,0.051517857
12/09/2016 09:00,RL1,0.038660714
12/09/2016 10:00,RL1,0.043779762
12/09/2016 11:00,RL1,0.041517857
12/09/2016 12:00,RL1,0.049136905
12/09/2016 13:00,RL1,0.045833333
12/09/2016 14:00,RL1,0.035803571
12/09/2016 15:00,RL1,0.034613095
12/09/2016 16:00,RL1,0.019672619
12/09/2016 17:00,RL1,0.055595238
12/09/2016 18:00,RL1,0.05047619
12/09/2016 19:00,RL1,0.049642857
12/09/2016 20:00,RL1,0.042321429
12/09/2016 21:00,RL1,0.044196429
12/09/2016 22:00,RL1,0.048839286
12/09/2016 23:00,RL1,0.051904762
13/09/2016 00:00,RL1,0.051904762
13/09/2016 01:00,RL1,0.019047619
13/09/2016 02:00,RL1,0.020714286
13/09/2016 03:00,RL1,0.035029762
13/09/2016 04:00,RL1,0.034732143
13/09/2016 05:00,RL1,0.034166667
13/09/2016 06:00,RL1,0.024583333
13/09/2016 07:00,RL1,0.021517857
13/09/2016 08:00,RL1,0.02764881
13/09/2016 09:00,RL1,0.031488095
13/09/2016 10:00,RL1,0.030595238
13/09/2016 11:00,RL1,0.028958333
13/09/2016 12:00,RL1,0.028958333
13/09/2016 13:00,RL1,0.02764881
13/09/2016 14:00,RL1,0.031815476
13/09/2016 15:00,RL1,0.042619048
13/09/2016 16:00,RL1,0.051994048
13/09/2016 17:00,RL1,0.045089286
13/09/2016 18:00,RL1,0.049672619
13/09/2016 19:00,RL1,0.037797619
13/09/2016 20:00,RL1,0.042321429
13/09/2016 21:00,RL1,0.042708333
13/09/2016 22:00,RL1,0.037410714
13/09/2016 23:00,RL1,0.03827381
14/09/2016 00:00,RL1,0.024613095
14/09/2016 01:00,RL1,0.02610119
14/09/2016 02:00,RL1,0.021458333
14/09/2016 03:00,RL1,0.033809524
14/09/2016 04:00,RL1,0.031309524
14/09/2016 05:00,RL1,0.038571429
14/09/2016 06:00,RL1,0.048511905
14/09/2016 07:00,RL1,0.043869048
14/09/2016 08:00,RL1,0.056517857
14/09/2016 09:00,RL1,0.06672619
14/09/2016 10:00,RL1,0.079464286
14/09/2016 11:00,RL1,0.078511905
14/09/2016 12:00,RL1,0.090982143
14/09/2016 13:00,RL1,0.107083333
14/09/2016 14:00,RL1,0.114017857
14/09/2016 15:00,RL1,0.120297619
14/09/2016 16:00,RL1,0.108244048
14/09/2016 17:00,RL1,0.112916667
14/09/2016 18:00,RL1,0.115119048
14/09/2016 19:00,RL1,0.105952381
14/09/2016 20:00,RL1,0.091458333
14/09/2016 21:00,RL1,0.079255952
14/09/2016 22:00,RL1,0.06235119
14/09/2016 23:00,RL1,0.059672619
15/09/2016 00:00,RL1,0.068422619
15/09/2016 01:00,RL1,0.053482143
15/09/2016 02:00,RL1,0.043630952
15/09/2016 03:00,RL1,0.040595238
15/09/2016 04:00,RL1,0.043065476
15/09/2016 05:00,RL1,0.031517857
15/09/2016 06:00,RL1,0.03360119
15/09/2016 07:00,RL1,0.023839286
15/09/2016 08:00,RL1,0.01389881
15/09/2016 09:00,RL1,0.014136905
15/09/2016 10:00,RL1,0.008333333
15/09/2016 11:00,RL1,0.008333333
15/09/2016 12:00,RL1,0.00827381
15/09/2016 13:00,RL1,0.00827381
15/09/2016 14:00,RL1,0.006190476
15/09/2016 15:00,RL1,0.019821429
15/09/2016 16:00,RL1,0.0225
15/09/2016 17:00,RL1,0.020833333
15/09/2016 18:00,RL1,0.044583333
15/09/2016 19:00,RL1,0.047321429
15/09/2016 20:00,RL1,0.052440476
15/09/2016 21:00,RL1,0.052440476
15/09/2016 22:00,RL1,0.052440476
15/09/2016 23:00,RL1,0.046636905
16/09/2016 00:00,RL1,0.054166667
16/09/2016 01:00,RL1,0.054166667
16/09/2016 02:00,RL1,0.031845238
16/09/2016 03:00,RL1,0.044136905
16/09/2016 04:00,RL1,0.036607143
16/09/2016 05:00,RL1,0.039017857
16/09/2016 06:00,RL1,0.055535714
16/09/2016 07:00,RL1,0.046845238
16/09/2016 08:00,RL1,0.046130952
16/09/2016 09:00,RL1,0.046130952
16/09/2016 10:00,RL1,0.050535714
16/09/2016 11:00,RL1,0.039047619
16/09/2016 12:00,RL1,0.039047619
16/09/2016 13:00,RL1,0.049315476
16/09/2016 14:00,RL1,0.064702381
16/09/2016 15:00,RL1,0.068184524
16/09/2016 16:00,RL1,0.057440476
16/09/2016 17:00,RL1,0.058184524
16/09/2016 18:00,RL1,0.087767857
16/09/2016 19:00,RL1,0.08422619
16/09/2016 20:00,RL1,0.091369048
16/09/2016 21:00,RL1,0.079642857
16/09/2016 22:00,RL1,0.05375
16/09/2016 23:00,RL1,0.050267857
17/09/2016 00:00,RL1,0.070238095
17/09/2016 01:00,RL1,0.079166667
17/09/2016 02:00,RL1,0.04610119
17/09/2016 03:00,RL1,0.059107143
17/09/2016 04:00,RL1,0.055654762
17/09/2016 05:00,RL1,0.077589286
17/09/2016 06:00,RL1,0.074107143
17/09/2016 07:00,RL1,0.076011905
17/09/2016 08:00,RL1,0.077797619
17/09/2016 09:00,RL1,0.068125
17/09/2016 10:00,RL1,0.080982143
17/09/2016 11:00,RL1,0.06797619
17/09/2016 12:00,RL1,0.070208333
17/09/2016 13:00,RL1,0.056011905
17/09/2016 14:00,RL1,0.059880952
17/09/2016 15:00,RL1,0.05797619
17/09/2016 16:00,RL1,0.036458333
17/09/2016 17:00,RL1,0.036458333
17/09/2016 18:00,RL1,0.025059524
17/09/2016 19:00,RL1,0.029970238
17/09/2016 20:00,RL1,0.04110119
17/09/2016 21:00,RL1,0.037380952
17/09/2016 22:00,RL1,0.032767857
17/09/2016 23:00,RL1,0.039077381
18/09/2016 00:00,RL1,0.047946429
18/09/2016 01:00,RL1,0.054494048
18/09/2016 02:00,RL1,0.050684524
18/09/2016 03:00,RL1,0.046875
18/09/2016 04:00,RL1,0.047142857
18/09/2016 05:00,RL1,0.04389881
18/09/2016 06:00,RL1,0.044107143
18/09/2016 07:00,RL1,0.04327381
18/09/2016 08:00,RL1,0.044464286
18/09/2016 09:00,RL1,0.042321429
18/09/2016 10:00,RL1,0.042916667
18/09/2016 11:00,RL1,0.041815476
18/09/2016 12:00,RL1,0.024494048
18/09/2016 13:00,RL1,0.048660714
18/09/2016 14:00,RL1,0.04952381
18/09/2016 15:00,RL1,0.048005952
18/09/2016 16:00,RL1,0.041369048
18/09/2016 17:00,RL1,0.041994048
18/09/2016 18:00,RL1,0.041488095
18/09/2016 19:00,RL1,0.041488095
18/09/2016 20:00,RL1,0.046607143
18/09/2016 21:00,RL1,0.032321429
18/09/2016 22:00,RL1,0.044791667
18/09/2016 23:00,RL1,0.064732143
19/09/2016 00:00,RL1,0.06202381
19/09/2016 01:00,RL1,0.060922619
19/09/2016 02:00,RL1,0.060833333
19/09/2016 03:00,RL1,0.069732143
19/09/2016 04:00,RL1,0.068184524
19/09/2016 05:00,RL1,0.058303571
19/09/2016 06:00,RL1,0.045922619
19/09/2016 07:00,RL1,0.040625
19/09/2016 08:00,RL1,0.050267857
19/09/2016 09:00,RL1,0.046339286
19/09/2016 10:00,RL1,0.046339286
19/09/2016 11:00,RL1,0.051339286
19/09/2016 12:00,RL1,0.072559524
19/09/2016 13:00,RL1,0.073035714
19/09/2016 14:00,RL1,0.079017857
19/09/2016 15:00,RL1,0.067708333
19/09/2016 16:00,RL1,0.057113095
19/09/2016 17:00,RL1,0.057113095
19/09/2016 18:00,RL1,0.057113095
19/09/2016 19:00,RL1,0.043214286
19/09/2016 20:00,RL1,0.021964286
19/09/2016 21:00,RL1,0.030892857
19/09/2016 22:00,RL1,0.022767857
19/09/2016 23:00,RL1,0.033511905
20/09/2016 00:00,RL1,0.040982143
20/09/2016 01:00,RL1,0.043184524
20/09/2016 02:00,RL1,0.059255952
20/09/2016 03:00,RL1,0.062559524
20/09/2016 04:00,RL1,0.060267857
20/09/2016 05:00,RL1,0.049136905
20/09/2016 06:00,RL1,0.062172619
20/09/2016 07:00,RL1,0.060505952
20/09/2016 08:00,RL1,0.05860119
20/09/2016 09:00,RL1,0.060654762
20/09/2016 10:00,RL1,0.044583333
20/09/2016 11:00,RL1,0.052142857
20/09/2016 12:00,RL1,0.06422619
20/09/2016 13:00,RL1,0.070029762
20/09/2016 14:00,RL1,0.069732143
20/09/2016 15:00,RL1,0.053363095
20/09/2016 16:00,RL1,0.053482143
20/09/2016 17:00,RL1,0.054613095
20/09/2016 18:00,RL1,0.064553571
20/09/2016 19:00,RL1,0.0575
20/09/2016 20:00,RL1,0.059702381
20/09/2016 21:00,RL1,0.05389881
20/09/2016 22:00,RL1,0.051815476
20/09/2016 23:00,RL1,0.066785714
21/09/2016 00:00,RL1,0.076934524
21/09/2016 01:00,RL1,0.082529762
21/09/2016 02:00,RL1,0.090863095
21/09/2016 03:00,RL1,0.118690476
21/09/2016 04:00,RL1,0.137410714
21/09/2016 05:00,RL1,0.15077381
21/09/2016 06:00,RL1,0.139315476
21/09/2016 07:00,RL1,0.140922619
21/09/2016 08:00,RL1,0.126160714
21/09/2016 09:00,RL1,0.134166667
21/09/2016 10:00,RL1,0.121011905
21/09/2016 11:00,RL1,0.089375
21/09/2016 12:00,RL1,0.058541667
21/09/2016 13:00,RL1,0.046041667
21/09/2016 14:00,RL1,0.046041667
21/09/2016 15:00,RL1,0.045982143
21/09/2016 16:00,RL1,0.066964286
21/09/2016 17:00,RL1,0.055178571
21/09/2016 18:00,RL1,0.051785714
21/09/2016 19:00,RL1,0.054821429
21/09/2016 20:00,RL1,0.052589286
21/09/2016 21:00,RL1,0.055982143
21/09/2016 22:00,RL1,0.080386905
21/09/2016 23:00,RL1,0.068184524
22/09/2016 00:00,RL1,0.046130952
22/09/2016 01:00,RL1,0.047559524
22/09/2016 02:00,RL1,0.062559524
22/09/2016 03:00,RL1,0.05952381
22/09/2016 04:00,RL1,0.058333333
22/09/2016 05:00,RL1,0.054077381
22/09/2016 06:00,RL1,0.05297619
22/09/2016 07:00,RL1,0.051815476
22/09/2016 08:00,RL1,0.060446429
22/09/2016 09:00,RL1,0.053690476
22/09/2016 10:00,RL1,0.038184524
22/09/2016 11:00,RL1,0.039940476
22/09/2016 12:00,RL1,0.045357143
22/09/2016 13:00,RL1,0.04702381
22/09/2016 14:00,RL1,0.043541667
22/09/2016 15:00,RL1,0.040386905
22/09/2016 16:00,RL1,0.05389881
22/09/2016 17:00,RL1,0.056279762
22/09/2016 18:00,RL1,0.05547619
22/09/2016 19:00,RL1,0.055178571
22/09/2016 20:00,RL1,0.049761905
22/09/2016 21:00,RL1,0.048095238
22/09/2016 22:00,RL1,0.033779762
22/09/2016 23:00,RL1,0.036339286
23/09/2016 00:00,RL1,0.017380952
23/09/2016 01:00,RL1,0.022708333
23/09/2016 02:00,RL1,0.022291667
23/09/2016 03:00,RL1,0.033541667
23/09/2016 04:00,RL1,0.034583333
23/09/2016 05:00,RL1,0.055892857
23/09/2016 06:00,RL1,0.053511905
23/09/2016 07:00,RL1,0.055744048
23/09/2016 08:00,RL1,0.056696429
23/09/2016 09:00,RL1,0.053958333
23/09/2016 10:00,RL1,0.053958333
23/09/2016 11:00,RL1,0.057083333
23/09/2016 12:00,RL1,0.056041667
23/09/2016 13:00,RL1,0.034732143
23/09/2016 14:00,RL1,0.034613095
23/09/2016 15:00,RL1,0.029821429
23/09/2016 16:00,RL1,0.026607143
23/09/2016 17:00,RL1,0.022410714
23/09/2016 18:00,RL1,0.027738095
23/09/2016 19:00,RL1,0.01422619
23/09/2016 20:00,RL1,0.016071429
23/09/2016 21:00,RL1,0.016755952
23/09/2016 22:00,RL1,0.014136905
23/09/2016 23:00,RL1,0.021458333
24/09/2016 00:00,RL1,0.020535714
24/09/2016 01:00,RL1,0.020357143
24/09/2016 02:00,RL1,0.043035714
24/09/2016 03:00,RL1,0.041875
24/09/2016 04:00,RL1,0.040446429
24/09/2016 05:00,RL1,0.04110119
24/09/2016 06:00,RL1,0.040714286
24/09/2016 07:00,RL1,0.033392857
24/09/2016 08:00,RL1,0.043720238
24/09/2016 09:00,RL1,0.057232143
24/09/2016 10:00,RL1,0.038154762
24/09/2016 11:00,RL1,0.042589286
24/09/2016 12:00,RL1,0.061517857
24/09/2016 13:00,RL1,0.060178571
24/09/2016 14:00,RL1,0.072708333
24/09/2016 15:00,RL1,0.072708333
24/09/2016 16:00,RL1,0.068214286
24/09/2016 17:00,RL1,0.079077381
24/09/2016 18:00,RL1,0.081815476
24/09/2016 19:00,RL1,0.080833333
24/09/2016 20:00,RL1,0.070833333
24/09/2016 21:00,RL1,0.073154762
24/09/2016 22:00,RL1,0.067142857
24/09/2016 23:00,RL1,0.067142857
25/09/2016 00:00,RL1,0.066309524
25/09/2016 01:00,RL1,0.047083333
25/09/2016 02:00,RL1,0.044077381
25/09/2016 03:00,RL1,0.054404762
25/09/2016 04:00,RL1,0.058928571
25/09/2016 05:00,RL1,0.062738095
25/09/2016 06:00,RL1,0.060327381
25/09/2016 07:00,RL1,0.060327381
25/09/2016 08:00,RL1,0.055535714
25/09/2016 09:00,RL1,0.052708333
25/09/2016 10:00,RL1,0.044047619
25/09/2016 11:00,RL1,0.031309524
25/09/2016 12:00,RL1,0.021041667
25/09/2016 13:00,RL1,0.016071429
25/09/2016 14:00,RL1,0.011964286
25/09/2016 15:00,RL1,0.011964286
25/09/2016 16:00,RL1,0.011755952
25/09/2016 17:00,RL1,0.011607143
25/09/2016 18:00,RL1,0.01625
25/09/2016 19:00,RL1,0.020863095
25/09/2016 20:00,RL1,0.017827381
25/09/2016 21:00,RL1,0.02014881
25/09/2016 22:00,RL1,0.035059524
25/09/2016 23:00,RL1,0.05827381
26/09/2016 00:00,RL1,0.05827381
26/09/2016 01:00,RL1,0.07485119
26/09/2016 02:00,RL1,0.070208333
26/09/2016 03:00,RL1,0.06764881
26/09/2016 04:00,RL1,0.080803571
26/09/2016 05:00,RL1,0.080744048
26/09/2016 06:00,RL1,0.070714286
26/09/2016 07:00,RL1,0.04952381
26/09/2016 08:00,RL1,0.050654762
26/09/2016 09:00,RL1,0.036369048
26/09/2016 10:00,RL1,0.043214286
26/09/2016 11:00,RL1,0.04172619
26/09/2016 12:00,RL1,0.033363095
26/09/2016 13:00,RL1,0.036130952
26/09/2016 14:00,RL1,0.041309524
26/09/2016 15:00,RL1,0.045595238
26/09/2016 16:00,RL1,0.049642857
26/09/2016 17:00,RL1,0.052142857
26/09/2016 18:00,RL1,0.059464286
26/09/2016 19:00,RL1,0.057857143
26/09/2016 20:00,RL1,0.0525
26/09/2016 21:00,RL1,0.046309524
26/09/2016 22:00,RL1,0.03625
26/09/2016 23:00,RL1,0.029940476
27/09/2016 00:00,RL1,0.024761905
27/09/2016 01:00,RL1,0.015327381
27/09/2016 02:00,RL1,0.006517857
27/09/2016 03:00,RL1,0.00797619
27/09/2016 04:00,RL1,0.00797619
27/09/2016 05:00,RL1,0.01547619
27/09/2016 06:00,RL1,0.01547619
27/09/2016 07:00,RL1,0.02452381
27/09/2016 08:00,RL1,0.031845238
27/09/2016 09:00,RL1,0.031845238
27/09/2016 10:00,RL1,0.059672619
27/09/2016 11:00,RL1,0.057053571
27/09/2016 12:00,RL1,0.065863095
27/09/2016 13:00,RL1,0.07375
27/09/2016 14:00,RL1,0.07452381
27/09/2016 15:00,RL1,0.06547619
27/09/2016 16:00,RL1,0.058154762
27/09/2016 17:00,RL1,0.061428571
27/09/2016 18:00,RL1,0.030863095
27/09/2016 19:00,RL1,0.030863095
27/09/2016 20:00,RL1,0.023720238
27/09/2016 21:00,RL1,0.031875
27/09/2016 22:00,RL1,0.03110119
27/09/2016 23:00,RL1,0.034136905
28/09/2016 00:00,RL1,0.034136905
28/09/2016 01:00,RL1,0.037321429
28/09/2016 02:00,RL1,0.048988095
28/09/2016 03:00,RL1,0.048988095
28/09/2016 04:00,RL1,0.047321429
28/09/2016 05:00,RL1,0.03110119
28/09/2016 06:00,RL1,0.037440476
28/09/2016 07:00,RL1,0.065327381
28/09/2016 08:00,RL1,0.072053571
28/09/2016 09:00,RL1,0.066279762
28/09/2016 10:00,RL1,0.057619048
28/09/2016 11:00,RL1,0.072172619
28/09/2016 12:00,RL1,0.078958333
28/09/2016 13:00,RL1,0.072916667
28/09/2016 14:00,RL1,0.079017857
28/09/2016 15:00,RL1,0.056339286
28/09/2016 16:00,RL1,0.054017857
28/09/2016 17:00,RL1,0.081517857
28/09/2016 18:00,RL1,0.075892857
28/09/2016 19:00,RL1,0.061339286
